direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,stimulusDots.stopped,goodbye.started,textGoodbye.started,participant,session,expName,frameRate,Unnamed: 86
right,right,29.0,1.0,14.0,right,1.0,1.4553761839924846,,accuracy,space,3.823796948010568,,,,,,0.0,0.0,0.0,0.0,14.0,1.0,29.0,1.0,203.76565826899605,,,,,,,,,203.75370944300084,203.84929400598048,204.64266967398,204.6333294879878,204.63383255997903,204.64266967398,204.64266967398,204.64266967398,206.102489582001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.4553761839924846,,,,,sub-088,1.0,random_dot,120.96078672052772,
left,left,30.0,0.0,15.0,right,0.0,0.9257057690119836,,accuracy,space,3.823796948010568,,,,,,0.0,0.0,0.0,0.0,15.0,0.0,30.0,0.0,206.1099223379861,,,,,,,,,206.10276402099407,207.2997614920023,208.091084152984,208.08308315798055,208.08353382500357,208.091084152984,208.091084152984,208.091084152984,209.0256973489886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.9257057690119836,,,,,sub-088,1.0,random_dot,120.96078672052772,
right,right,31.0,1.0,15.0,left,0.0,2.5615270850248635,,accuracy,space,3.823796948010568,,,,,,0.0,0.0,0.0,0.0,15.0,1.0,31.0,1.0,209.03443805599815,,,,,,,,,209.02592417100092,209.824148566986,210.62584780098405,210.6177288159961,210.6181830659916,210.62584780098405,210.62584780098405,210.62584780098405,213.1992787809868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,2.5615270850248635,,,,,sub-088,1.0,random_dot,120.96078672052772,
left,left,32.0,0.0,16.0,right,0.0,1.1562751660239885,,accuracy,space,3.823796948010568,,,,,,0.0,0.0,0.0,0.0,16.0,0.0,32.0,0.0,213.2167515679903,,,,,,,,,213.1996017859783,213.29073089797748,214.09250474299188,214.0844499550003,214.08490610000445,214.09250474299188,214.09250474299188,214.09250474299188,215.26715118499123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.1562751660239885,,,,,sub-088,1.0,random_dot,120.96078672052772,
right,right,33.0,1.0,16.0,left,0.0,3.301718795992201,,accuracy,space,3.823796948010568,,,,,,0.0,0.0,0.0,0.0,16.0,1.0,33.0,1.0,215.2759731409897,,,,,,,,,215.2675648320001,215.6073968299897,216.4162030319858,216.4024476420018,216.4029066539952,216.4162030319858,216.4162030319858,216.4162030319858,219.71916569198947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,3.301718795992201,,,,,sub-088,1.0,random_dot,120.96078672052772,
right,right,34.0,0.0,17.0,right,1.0,1.4074944859894458,,accuracy,space,3.823796948010568,,,,,,0.0,0.0,0.0,0.0,17.0,0.0,34.0,1.0,219.72620304097651,,,,,,,,,219.71941480899116,220.06583477999084,220.85892113100272,220.8496168339916,220.850075253984,220.85892113100272,220.85892113100272,220.85892113100272,222.2715625809797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.4074944859894458,,,,,sub-088,1.0,random_dot,120.96078672052772,
left,left,35.0,1.0,17.0,left,1.0,2.364408797002397,,accuracy,space,3.823796948010568,,,,,,0.0,0.0,0.0,0.0,17.0,1.0,35.0,0.0,222.28259148899812,,,,,,,,,222.27182292198995,223.06582957599312,223.8590878599789,223.849772630987,223.85026523697888,223.8590878599789,223.8590878599789,223.8590878599789,226.23340693599312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.364408797002397,,,,,sub-088,1.0,random_dot,120.96078672052772,
right,right,36.0,0.0,18.0,right,1.0,3.122448248992441,,accuracy,space,3.823796948010568,,,,,,0.0,0.0,0.0,0.0,18.0,0.0,36.0,1.0,226.2409350409871,,,,,,,,,226.2336822089856,226.3228503669961,227.1320565789938,227.10755011899164,227.1082271039777,227.1320565789938,227.1320565789938,227.1320565789938,230.26651852097712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,3.122448248992441,,,,,sub-088,1.0,random_dot,120.96078672052772,
left,left,37.0,1.0,18.0,left,1.0,0.97320406298968,,accuracy,space,3.823796948010568,,,,,,0.0,0.0,0.0,0.0,18.0,1.0,37.0,0.0,230.27309497399256,,,,,,,,,230.26675134297693,230.60673700799816,231.4002617469814,231.39014244498685,231.3909489159996,231.4002617469814,231.4002617469814,231.4002617469814,232.3827608729771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.97320406298968,,,,,sub-088,1.0,random_dot,120.96078672052772,
left,left,38.0,0.0,19.0,left,1.0,1.823142382025253,,accuracy,space,3.823796948010568,,,,,,0.0,0.0,0.0,0.0,19.0,0.0,38.0,0.0,232.3903621979989,,,,,,,,,232.3830641839886,233.1737670470029,233.97534206698765,233.9673682699795,233.96783246597624,233.97534206698765,233.97534206698765,233.97534206698765,235.8000627399888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.823142382025253,,,,,sub-088,1.0,random_dot,120.96078672052772,
right,right,39.0,1.0,19.0,right,1.0,1.4934234009997454,,accuracy,space,3.823796948010568,,,,,,0.0,0.0,0.0,0.0,19.0,1.0,39.0,1.0,235.80585440297727,,,,,,,,,235.80038247897755,235.88975375299924,236.6911908479815,236.6836750179937,236.68410477499128,236.6911908479815,236.6911908479815,236.6911908479815,238.1860727960011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.4934234009997454,,,,,sub-088,1.0,random_dot,120.96078672052772,
right,right,40.0,0.0,20.0,right,1.0,1.2014161229890306,,accuracy,space,3.823796948010568,,,,,,0.0,0.0,0.0,0.0,20.0,0.0,40.0,1.0,238.19935354599147,,,,,,,,,238.18632009098656,238.5323498740036,239.3242083289952,239.3161169779778,239.3165958499885,239.3242083289952,239.3242083289952,239.3242083289952,240.52777434297604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.2014161229890306,,,,,sub-088,1.0,random_dot,120.96078672052772,
left,left,41.0,1.0,20.0,left,1.0,1.6098855920135977,,accuracy,space,3.823796948010568,,,,,,0.0,0.0,0.0,0.0,20.0,1.0,41.0,0.0,240.53510574798565,,,,,,,,,240.5280459850037,241.7223095399968,242.51783293200424,242.50729538899031,242.50795865099644,242.51783293200424,242.51783293200424,242.51783293200424,244.1374371349812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.6098855920135977,,,,,sub-088,1.0,random_dot,120.96078672052772,
left,left,42.0,0.0,21.0,left,1.0,0.9728661559929606,,accuracy,space,3.823796948010568,,,,,,0.0,0.0,0.0,0.0,21.0,0.0,42.0,0.0,244.14864805698744,,,,,,,,,244.1376911419793,244.93382790198663,245.7329785909969,245.72088761397757,245.72135926698684,245.7329785909969,245.7329785909969,245.7329785909969,246.71110239898556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.9728661559929606,,,,,sub-088,1.0,random_dot,120.96078672052772,
right,right,43.0,1.0,21.0,right,1.0,0.7134383810043801,,accuracy,space,3.823796948010568,,,,,,0.0,0.0,0.0,0.0,21.0,1.0,43.0,1.0,246.71935665499768,,,,,,,,,246.711402535002,247.05635189497843,247.85909238198656,247.8508407310001,247.85141240697703,247.85909238198656,247.85909238198656,247.85909238198656,248.5772182639921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.7134383810043801,,,,,sub-088,1.0,random_dot,120.96078672052772,
left,left,44.0,0.0,22.0,left,1.0,0.6861434720049147,,accuracy,space,3.823796948010568,,,,,,0.0,0.0,0.0,0.0,22.0,0.0,44.0,0.0,248.58462454000252,,,,,,,,,248.57759308398815,249.3728047479817,250.17392905100127,250.1659052729956,250.16639574899452,250.17392905100127,250.17392905100127,250.17392905100127,250.86573552299524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.6861434720049147,,,,,sub-088,1.0,random_dot,120.96078672052772,
right,right,45.0,1.0,22.0,right,1.0,0.7260369370051194,,accuracy,space,3.823796948010568,,,,,,0.0,0.0,0.0,0.0,22.0,1.0,45.0,1.0,250.88185448400327,,,,,,,,,250.8660733059805,250.9554680470028,251.7485913799901,251.7383103210013,251.7386106589984,251.7485913799901,251.7485913799901,251.7485913799901,252.48367702699036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.7260369370051194,,,,,sub-088,1.0,random_dot,120.96078672052772,
left,left,46.0,0.0,23.0,left,1.0,1.0552260400145317,,accuracy,space,3.823796948010568,,,,,,0.0,0.0,0.0,0.0,23.0,0.0,46.0,0.0,252.4910933490028,,,,,,,,,252.4839065279812,252.8230948869896,253.6253545509826,253.61733939798432,253.617800899985,253.6253545509826,253.6253545509826,253.6253545509826,254.6833110989828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.0552260400145317,,,,,sub-088,1.0,random_dot,120.96078672052772,
right,right,47.0,1.0,23.0,left,0.0,2.912580936012091,,accuracy,space,3.823796948010568,,,,,,0.0,0.0,0.0,0.0,23.0,1.0,47.0,1.0,254.6898402889783,,,,,,,,,254.68356601300184,254.7830716269964,255.57402684900444,255.56601708498783,255.5664701139904,255.57402684900444,255.57402684900444,255.57402684900444,258.4922144640004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,2.912580936012091,,,,,sub-088,1.0,random_dot,120.96078672052772,
left,left,48.0,0.0,24.0,right,0.0,2.2873708859842736,,accuracy,space,3.823796948010568,,,,,,0.0,0.0,0.0,0.0,24.0,0.0,48.0,0.0,258.50089092500275,,,,,,,,,258.4924658809905,258.8381023319962,259.63324893597746,259.6229560280044,259.6237530459766,259.63324893597746,259.63324893597746,259.63324893597746,261.9270262209757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,2.2873708859842736,,,,,sub-088,1.0,random_dot,120.96078672052772,
right,right,49.0,1.0,24.0,right,1.0,10.655386810016353,,accuracy,space,3.823796948010568,,,,,,0.0,0.0,0.0,0.0,24.0,1.0,49.0,1.0,261.9342568299908,,,,,,,,,261.92751476800186,262.7235316129809,263.51754036700004,263.5066714529821,263.5074792189989,263.51754036700004,263.51754036700004,263.51754036700004,274.1831768580014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,10.655386810016353,,268.5058889499924,,,sub-088,1.0,random_dot,120.96078672052772,
left,left,50.0,0.0,25.0,left,1.0,0.8508360399864614,,accuracy,space,3.823796948010568,,,,,,0.0,0.0,0.0,0.0,25.0,0.0,50.0,0.0,274.18988441998954,,,,,,,,,274.1833986979909,275.38289047498256,276.1749668609991,276.1667118469777,276.1673046149954,276.1749668609991,276.1749668609991,276.1749668609991,277.0323103349947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.8508360399864614,,,,,sub-088,1.0,random_dot,120.96078672052772,
right,right,51.0,1.0,25.0,left,0.0,1.166667340992717,,accuracy,space,3.823796948010568,,,,,,0.0,0.0,0.0,0.0,25.0,1.0,51.0,1.0,277.03929166699527,,,,,,,,,277.0326472989982,278.2226903879782,279.022750795004,279.0155410110019,279.015870135976,279.022750795004,279.022750795004,279.022750795004,280.1911079879792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.166667340992717,,,,,sub-088,1.0,random_dot,120.96078672052772,
left,left,52.0,0.0,26.0,left,1.0,1.6632017670199275,,accuracy,space,3.823796948010568,,,,,,0.0,0.0,0.0,0.0,26.0,0.0,52.0,0.0,280.19881437398726,,,,,,,,,280.19136386798345,280.54007384498254,281.33634579897625,281.323596563976,281.3243918889784,281.33634579897625,281.33634579897625,281.33634579897625,283.0166554989992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.6632017670199275,,,,,sub-088,1.0,random_dot,120.96078672052772,
right,right,53.0,1.0,26.0,right,1.0,1.2127366499917116,,accuracy,space,3.823796948010568,,,,,,0.0,0.0,0.0,0.0,26.0,1.0,53.0,1.0,283.0249761379964,,,,,,,,,283.0170502459805,283.1062161989976,283.89975618798053,283.88992927997606,283.89071994498954,283.89975618798053,283.89975618798053,283.89975618798053,285.1164660739887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.2127366499917116,,,,,sub-088,1.0,random_dot,120.96078672052772,
left,left,54.0,0.0,27.0,left,1.0,2.786078125005588,,accuracy,space,3.823796948010568,,,,,,0.0,0.0,0.0,0.0,27.0,0.0,54.0,0.0,285.1236811389972,,,,,,,,,285.1168023179925,286.30624360998627,287.1153632789792,287.1006149530004,287.1010701349878,287.1153632789792,287.1153632789792,287.1153632789792,289.9041477519786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.786078125005588,,,,,sub-088,1.0,random_dot,120.96078672052772,
right,right,55.0,1.0,27.0,left,0.0,2.614195836998988,,accuracy,space,3.823796948010568,,,,,,0.0,0.0,0.0,0.0,27.0,1.0,55.0,1.0,289.91441504997783,,,,,,,,,289.90444384198054,289.9984665669908,290.7901762870024,290.7821433299978,290.78259573099785,290.7901762870024,290.7901762870024,290.7901762870024,293.4154856679961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,2.614195836998988,,,,,sub-088,1.0,random_dot,120.96078672052772,
right,right,56.0,0.0,28.0,right,1.0,1.7431573560170364,,accuracy,space,3.823796948010568,,,,,,0.0,0.0,0.0,0.0,28.0,0.0,56.0,1.0,293.4231380959973,,,,,,,,,293.4157261590008,293.5070221659844,294.30920169499586,294.29977206900367,294.30022923697834,294.30920169499586,294.30920169499586,294.30920169499586,296.0583579169761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.7431573560170364,,,,,sub-088,1.0,random_dot,120.96078672052772,
left,left,57.0,1.0,28.0,right,0.0,1.29754179000156,,accuracy,space,3.823796948010568,,,,,,0.0,0.0,0.0,0.0,28.0,1.0,57.0,0.0,296.06702725598007,,,,,,,,,296.05861888598884,296.15614235500107,296.9488132989791,296.9389810979774,296.939585701999,296.9488132989791,296.9488132989791,296.9488132989791,298.25373058300465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.29754179000156,,,,,sub-088,1.0,random_dot,120.96078672052772,
right,right,58.0,0.0,29.0,left,0.0,2.5588390739867464,,accuracy,space,3.823796948010568,,,,,,0.0,0.0,0.0,0.0,29.0,0.0,58.0,1.0,298.26435592299094,,,,,,,,,298.2539790009905,298.3492037469987,299.14254013999016,299.1331204099988,299.13358755098307,299.14254013999016,299.14254013999016,299.14254013999016,301.71553997998126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,2.5588390739867464,,,,,sub-088,1.0,random_dot,120.96078672052772,
left,left,59.0,1.0,29.0,right,0.0,0.834768909990089,,accuracy,space,3.823796948010568,,,,,,0.0,0.0,0.0,0.0,29.0,1.0,59.0,0.0,301.7233240949863,,,,,,,,,301.71578969899565,302.50489344997914,303.2996925649932,303.2899094479799,303.2904079409782,303.2996925649932,303.2996925649932,303.2996925649932,304.140989653999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.834768909990089,,,,,sub-088,1.0,random_dot,120.96078672052772,
,,0.0,0.0,0.0,,,,,accuracy,space,3.823796948010568,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-088,1.0,random_dot,120.96078672052772,
left,left,0.0,0.0,0.0,right,0.0,1.7196698629995808,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,307.46283573500114,,,,,,,,,307.4544924100046,308.63848335298826,309.43264800999896,309.4214517319924,309.4224299530033,309.43264800999896,309.43264800999896,309.43264800999896,311.16046075799386,,,,,,,,,,,,,,,,,,,,,,,304.15004797599977,304.1580248879909,304.1580248879909,307.4487646469788,space,3.289343581011053,,right,0.0,1.7196698629995808,,,,,sub-088,1.0,random_dot,120.96078672052772,
right,right,1.0,1.0,0.0,left,0.0,0.7670834110176656,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,311.16786837700056,,,,,,,,,311.1607532280032,312.35583786899224,313.1644030989846,313.13926343998173,313.1400493569963,313.1644030989846,313.1644030989846,313.1644030989846,313.933821462997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.7670834110176656,,,,,sub-088,1.0,random_dot,120.96078672052772,
right,right,2.0,0.0,1.0,right,1.0,0.61163514200598,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,313.9394806929922,,,,,,,,,313.93413816799875,314.2839519669942,315.0810940229858,315.0711204299878,315.071714619,315.0810940229858,315.0810940229858,315.0810940229858,315.6988084439945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.61163514200598,,,,,sub-088,1.0,random_dot,120.96078672052772,
left,left,3.0,1.0,1.0,left,1.0,0.5253512299968861,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,315.70559496298665,,,,,,,,,315.69902833900414,316.8889688169875,317.69745141800377,317.6724709830014,317.6733282489877,317.69745141800377,317.69745141800377,317.69745141800377,318.2318007029826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.5253512299968861,,,,,sub-088,1.0,random_dot,120.96078672052772,
right,right,4.0,0.0,2.0,left,0.0,0.6100521729968023,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,2.0,0.0,4.0,1.0,318.23942599998554,,,,,,,,,318.23203988198657,319.42300731898285,320.2233276369807,320.2149794519937,320.2154610089783,320.2233276369807,320.2233276369807,320.2233276369807,320.8486387360026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.6100521729968023,,,,,sub-088,1.0,random_dot,120.96078672052772,
left,left,5.0,1.0,2.0,left,1.0,0.6348510370007716,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,2.0,1.0,5.0,0.0,320.8558843990031,,,,,,,,,320.8489820770046,320.9476801299897,321.741528027982,321.73166535198106,321.73212973598856,321.741528027982,321.741528027982,321.741528027982,322.3822439459909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.6348510370007716,,,,,sub-088,1.0,random_dot,120.96078672052772,
left,left,6.0,0.0,3.0,right,0.0,0.5478424320172053,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,3.0,0.0,6.0,0.0,322.3978188250039,,,,,,,,,322.3824810379883,323.5807029819989,324.37064508898766,324.3641840189812,324.3644032900047,324.37064508898766,324.37064508898766,324.37064508898766,324.9315892729792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.5478424320172053,,,,,sub-088,1.0,random_dot,120.96078672052772,
right,right,7.0,1.0,3.0,right,1.0,0.5996957079914864,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,3.0,1.0,7.0,1.0,324.93806194799254,,,,,,,,,324.93183961499017,325.0226381190005,325.8259880050027,325.8163544719864,325.81702675900306,325.8259880050027,325.8259880050027,325.8259880050027,326.43225692299893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.5996957079914864,,,,,sub-088,1.0,random_dot,120.96078672052772,
right,right,8.0,0.0,4.0,left,0.0,0.6926147539925296,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,4.0,0.0,8.0,1.0,326.44001448497875,,,,,,,,,326.432513673004,326.7721129819984,327.57182813299005,327.56467599098687,327.5649272809969,327.57182813299005,327.57182813299005,327.57182813299005,328.265751672996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.6926147539925296,,,,,sub-088,1.0,random_dot,120.96078672052772,
left,left,9.0,1.0,4.0,right,0.0,0.7008592479978688,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,4.0,1.0,9.0,0.0,328.27141415598453,,,,,,,,,328.26602150898543,328.35545656998875,329.1487093339965,329.13849731799564,329.139306224999,329.1487093339965,329.1487093339965,329.1487093339965,329.85334292799234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.7008592479978688,,,,,sub-088,1.0,random_dot,120.96078672052772,
left,left,10.0,0.0,5.0,left,1.0,0.7267863099987153,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,5.0,0.0,10.0,0.0,329.860964366002,,,,,,,,,329.8537170679774,330.19781825400423,330.9897214569792,330.9817425819929,330.98224107100395,330.9897214569792,330.9897214569792,330.9897214569792,331.7321151130018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.7267863099987153,,,,,sub-088,1.0,random_dot,120.96078672052772,
right,right,11.0,1.0,5.0,left,0.0,0.7198628989863209,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,5.0,1.0,11.0,1.0,331.7389127489878,,,,,,,,,331.7324175440008,332.5225180039997,333.3225861309911,333.3143445199821,333.3145905220008,333.3225861309911,333.3225861309911,333.3225861309911,334.0481173419976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.7198628989863209,,,,,sub-088,1.0,random_dot,120.96078672052772,
right,right,12.0,0.0,6.0,left,0.0,0.7952745959919412,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,6.0,0.0,12.0,1.0,334.05518344198936,,,,,,,,,334.0485570149904,334.8382702989911,335.63326234099804,335.62266193298274,335.623377477983,335.63326234099804,335.63326234099804,335.63326234099804,336.43181667200406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.7952745959919412,,,,,sub-088,1.0,random_dot,120.96078672052772,
left,left,13.0,1.0,6.0,left,1.0,0.8564833459968213,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,6.0,1.0,13.0,0.0,336.4396959839796,,,,,,,,,336.4320956879819,336.5207962419954,337.3149704389798,337.3043212899938,337.3050487389846,337.3149704389798,337.3149704389798,337.3149704389798,338.1743347719894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.8564833459968213,,,,,sub-088,1.0,random_dot,120.96078672052772,
right,right,14.0,0.0,7.0,right,1.0,0.509725380979944,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,7.0,0.0,14.0,1.0,338.1824540919916,,,,,,,,,338.1746262449888,338.5207477409858,339.31479961797595,339.3041980259877,339.3048164130014,339.31479961797595,339.31479961797595,339.31479961797595,339.8347914379847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.509725380979944,,,,,sub-088,1.0,random_dot,120.96078672052772,
left,left,15.0,1.0,7.0,left,1.0,0.5100679680181202,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,7.0,1.0,15.0,0.0,339.8428033689852,,,,,,,,,339.8352098049945,339.931170233991,340.72458796799765,340.71499415900325,340.71566324000014,340.72458796799765,340.72458796799765,340.72458796799765,341.2364225029887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.5100679680181202,,,,,sub-088,1.0,random_dot,120.96078672052772,
right,right,16.0,0.0,8.0,right,1.0,0.642818685999373,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,8.0,0.0,16.0,1.0,341.24726550097694,,,,,,,,,341.23667213198496,342.43213093999657,343.2308866639796,343.2205771000008,343.22137217997806,343.2308866639796,343.2308866639796,343.2308866639796,343.88406724698143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.642818685999373,,,,,sub-088,1.0,random_dot,120.96078672052772,
left,left,17.0,1.0,8.0,left,1.0,0.7485638270154595,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,8.0,1.0,17.0,0.0,343.89197535900166,,,,,,,,,343.88434426498134,344.68396389798727,345.4922053999908,345.48158357598004,345.4822818609828,345.4922053999908,345.4922053999908,345.4922053999908,346.2472568549856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.7485638270154595,,,,,sub-088,1.0,random_dot,120.96078672052772,
right,right,18.0,0.0,9.0,left,0.0,2.67632960199262,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,9.0,0.0,18.0,1.0,346.2638129859988,,,,,,,,,346.24747124599526,347.4373884149827,348.2328000589914,348.2219580480014,348.2226981409767,348.2328000589914,348.2328000589914,348.2328000589914,350.9162712539837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,2.67632960199262,,,,,sub-088,1.0,random_dot,120.96078672052772,
left,left,19.0,1.0,9.0,right,0.0,0.8290745050180703,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,9.0,1.0,19.0,0.0,350.9246687589912,,,,,,,,,350.9166854609793,352.115429825004,352.9144704649807,352.90402414798154,352.9047989259998,352.9144704649807,352.9144704649807,352.9144704649807,353.75162898999406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.8290745050180703,,,,,sub-088,1.0,random_dot,120.96078672052772,
left,left,20.0,0.0,10.0,left,1.0,0.670054386020638,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,10.0,0.0,20.0,0.0,353.763956048002,,,,,,,,,353.7519002289919,354.94874140198226,355.74933573199087,355.7375778629794,355.7383759539807,355.74933573199087,355.74933573199087,355.74933573199087,356.42482044399367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.670054386020638,,,,,sub-088,1.0,random_dot,120.96078672052772,
right,right,21.0,1.0,10.0,right,1.0,0.6659437190101016,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,10.0,1.0,21.0,1.0,356.432426112995,,,,,,,,,356.4250572779856,356.77077171299607,357.5638502209913,357.55367597399163,357.5542476659757,357.5638502209913,357.5638502209913,357.5638502209913,358.23178726798506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.6659437190101016,,,,,sub-088,1.0,random_dot,120.96078672052772,
right,right,22.0,0.0,11.0,left,0.0,0.9746843750181142,,speed,space,3.289343581011053,,,,,,0.0,1.0,1.0,1.0,11.0,0.0,22.0,1.0,358.23733750899555,,,,,,,,,358.2320390550012,358.3218615730002,359.11494688497623,359.1051801129943,359.1058546639979,359.11494688497623,359.11494688497623,359.11494688497623,360.0986192470009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.9746843750181142,,,,,sub-088,1.0,random_dot,120.96078672052772,
